,abbrev_symbol,board_type,de_listed_date,exchange,industry_code,industry_name,listed_date,order_book_id,round_lot,sector_code,sector_code_name,special_type,status,symbol,type
427,LGGF,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2007-02-27,601003.XSHG,100.0,Materials,原材料,Normal,Active,柳钢股份,CS
428,SHJB,MainBoard,0000-00-00,XSHG,F52,零售业,1994-02-24,600838.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,上海九百,CS
429,WFGK,MainBoard,0000-00-00,XSHE,C36,汽车制造业,1998-09-24,000581.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,威孚高科,CS
430,SXKJ,UNKNOWN,0000-00-00,XSHE,C35,专用设备制造业,2010-01-15,002337.XSHE,100.0,Industrials,工业,Normal,Active,赛象科技,CS
431,ZJSB,UNKNOWN,0000-00-00,XSHE,C36,汽车制造业,2012-11-02,002703.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,浙江世宝,CS
432,RPSW,GEM,0000-00-00,XSHE,C27,医药制造业,2010-09-17,300119.XSHE,100.0,HealthCare,医疗保健,Normal,Active,瑞普生物,CS
433,HNPC,UNKNOWN,0000-00-00,XSHE,L72,商务服务业,2010-01-26,002344.XSHE,100.0,UNKNOWN,未知,Normal,Active,海宁皮城,CS
434,ZCGF,MainBoard,0000-00-00,XSHG,N77,生态保护和环境治理业,2017-03-14,603903.XSHG,100.0,Utilities,公用事业,Normal,Active,中持股份,CS
435,GHT,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-04-13,300638.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,广和通,CS
436,SYDL,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2017-04-26,603920.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,世运电路,CS
437,HLSW,MainBoard,0000-00-00,XSHG,C27,医药制造业,2015-05-15,603718.XSHG,100.0,HealthCare,医疗保健,Normal,Active,海利生物,CS
438,SDGF,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,1994-01-28,600820.XSHG,100.0,Industrials,工业,Normal,Active,隧道股份,CS
439,XHJ,MainBoard,0000-00-00,XSHG,C19,皮革、毛皮、羽毛及其制品和制鞋业,1996-07-26,600735.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,新华锦,CS
440,SZGF,UNKNOWN,0000-00-00,XSHE,C36,汽车制造业,2010-07-20,002454.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,松芝股份,CS
441,DHZN,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-12-03,002512.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,达华智能,CS
442,TXHJ,GEM,0000-00-00,XSHE,C34,通用设备制造业,2014-01-21,300362.XSHE,100.0,Industrials,工业,Normal,Active,天翔环境,CS
443,YHSK,UNKNOWN,0000-00-00,XSHE,C34,通用设备制造业,2017-10-13,002903.XSHE,100.0,Industrials,工业,Normal,Active,宇环数控,CS
444,YJGF,GEM,0000-00-00,XSHE,C17,纺织业,2017-06-02,300658.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,延江股份,CS
445,MFLY,UNKNOWN,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2011-04-28,002578.XSHE,100.0,Materials,原材料,Normal,Active,闽发铝业,CS
446,LHJK,MainBoard,0000-00-00,XSHG,C14,食品制造业,1998-08-25,600186.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,莲花健康,CS
447,GHGX,MainBoard,0000-00-00,XSHG,C22,造纸及纸制品业,2003-06-19,600433.XSHG,100.0,Materials,原材料,Normal,Active,冠豪高新,CS
448,SXGF,UNKNOWN,0000-00-00,XSHE,C33,金属制品业,2015-04-22,002752.XSHE,100.0,Materials,原材料,Normal,Active,昇兴股份,CS
449,MGGF,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,1994-01-06,600808.XSHG,100.0,Materials,原材料,Normal,Active,马钢股份,CS
450,DBZM,MainBoard,0000-00-00,XSHG,C38,电气机械及器材制造业,2017-03-30,603303.XSHG,100.0,Industrials,工业,Normal,Active,得邦照明,CS
451,XTRQ,MainBoard,0000-00-00,XSHG,D45,燃气生产和供应业,2016-09-12,603393.XSHG,100.0,Utilities,公用事业,Normal,Active,新天然气,CS
452,FRYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,1996-12-18,600781.XSHG,100.0,HealthCare,医疗保健,Normal,Active,辅仁药业,CS
453,JYJT,UNKNOWN,0000-00-00,XSHE,M74,专业技术服务业,2010-05-06,002398.XSHE,100.0,Industrials,工业,Normal,Active,建研集团,CS
454,DSKJ,UNKNOWN,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-10-20,002908.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,德生科技,CS
455,CQGJ,MainBoard,0000-00-00,XSHG,G55,水上运输业,2000-07-31,600279.XSHG,100.0,Industrials,工业,Normal,Active,重庆港九,CS
456,TQLY,UNKNOWN,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2010-08-31,002466.XSHE,100.0,Materials,原材料,Normal,Active,天齐锂业,CS
457,STDT,MainBoard,0000-00-00,XSHG,G54,道路运输业,1994-02-24,600834.XSHG,100.0,Industrials,工业,Normal,Active,申通地铁,CS
458,WDRJ,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2016-09-14,603189.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,网达软件,CS
459,LZGF,UNKNOWN,0000-00-00,XSHE,G54,道路运输业,2012-06-12,002682.XSHE,100.0,Industrials,工业,Normal,Active,龙洲股份,CS
460,PBS,MainBoard,0000-00-00,XSHG,I64,互联网和相关服务,1994-01-03,600804.XSHG,100.0,TelecommunicationServices,电信服务,Normal,Active,鹏博士,CS
461,SHLG,MainBoard,0000-00-00,XSHG,K70,房地产业,1994-03-24,600848.XSHG,100.0,Financials,金融,Normal,Active,上海临港,CS
462,HHGS,MainBoard,0000-00-00,XSHG,C13,农副食品加工业,2016-11-24,603336.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,宏辉果蔬,CS
463,FLGE,MainBoard,0000-00-00,XSHG,C20,木材加工及木、竹、藤、棕、草制品业,2017-06-15,603226.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,菲林格尔,CS
464,SLGF,GEM,0000-00-00,XSHE,C36,汽车制造业,2010-08-06,300100.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,双林股份,CS
465,HTCF,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,1994-04-25,600855.XSHG,100.0,Industrials,工业,Normal,Active,航天长峰,CS
466,SCGF,MainBoard,0000-00-00,XSHG,D46,水的生产和供应业,2000-04-27,600008.XSHG,100.0,Utilities,公用事业,Normal,Active,首创股份,CS
467,XSKJ,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-06-18,002436.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,兴森科技,CS
468,DZC,MainBoard,0000-00-00,XSHG,K70,房地产业,1993-05-24,600658.XSHG,100.0,Financials,金融,Normal,Active,电子城,CS
469,FDTG,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2003-09-30,600507.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,方大特钢,CS
470,BFHC,UNKNOWN,0000-00-00,XSHE,C35,专用设备制造业,2010-03-16,002371.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,北方华创,CS
471,XNWL,GEM,0000-00-00,XSHE,G59,仓储业,2009-10-30,300013.XSHE,100.0,Industrials,工业,Normal,Active,新宁物流,CS
472,HBL,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2007-09-13,002165.XSHE,100.0,Materials,原材料,Normal,Active,红宝丽,CS
473,HQCA,MainBoard,0000-00-00,XSHE,N78,公共设施管理业,1997-09-10,000069.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,华侨城A,CS
474,YTJT,MainBoard,0000-00-00,XSHE,F51,批发业,1996-07-16,000411.XSHE,100.0,Industrials,工业,Normal,Active,英特集团,CS
475,DGCM,MainBoard,0000-00-00,XSHE,I63,电信、广播电视和卫星传输服务,1999-03-25,000917.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,电广传媒,CS
476,LYRY,MainBoard,0000-00-00,XSHG,F51,批发业,2012-08-17,603003.XSHG,100.0,Industrials,工业,Normal,Active,龙宇燃油,CS
477,DXHP,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2004-07-13,002017.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,东信和平,CS
478,LYKG,MainBoard,0000-00-00,XSHE,B07,石油和天然气开采业,2000-06-22,000968.XSHE,100.0,Energy,能源,Normal,Active,蓝焰控股,CS
479,YLYT,UNKNOWN,0000-00-00,XSHE,L72,商务服务业,2017-06-06,002878.XSHE,100.0,Industrials,工业,Normal,Active,元隆雅图,CS
480,SLWW,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2012-03-15,300295.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,三六五网,CS
481,HPR,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2010-05-06,002399.XSHE,100.0,HealthCare,医疗保健,Normal,Active,海普瑞,CS
482,FYDA,MainBoard,0000-00-00,XSHE,F52,零售业,1993-06-03,000026.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,飞亚达A,CS
483,DSL,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2017-06-20,603335.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,迪生力,CS
484,HLHS,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2002-06-20,600426.XSHG,100.0,Materials,原材料,Normal,Active,华鲁恒升,CS
485,RNKJ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2017-07-06,603933.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,睿能科技,CS
486,SNYS,UNKNOWN,0000-00-00,XSHE,F52,零售业,2004-07-21,002024.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,苏宁云商,CS
487,TCKG,MainBoard,0000-00-00,XSHE,F52,零售业,1996-08-16,000419.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,通程控股,CS
488,SFJC,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2015-05-27,300468.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,四方精创,CS
489,TFFZ,MainBoard,0000-00-00,XSHG,K70,房地产业,2001-09-10,600322.XSHG,100.0,Financials,金融,Normal,Active,天房发展,CS
490,HSDQ,GEM,0000-00-00,XSHE,C38,电气机械及器材制造业,2010-11-12,300141.XSHE,100.0,Industrials,工业,Normal,Active,和顺电气,CS
491,ZFKG,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2008-08-06,002266.XSHE,100.0,Industrials,工业,Normal,Active,浙富控股,CS
492,PZXX,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2016-12-13,300571.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,平治信息,CS
493,ADE,UNKNOWN,0000-00-00,XSHE,C18,纺织服装、服饰业,2015-01-22,002740.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,爱迪尔,CS
494,DFGY,UNKNOWN,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2007-09-13,002167.XSHE,100.0,Materials,原材料,Normal,Active,东方锆业,CS
495,LCKJ,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2016-10-12,002813.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,路畅科技,CS
496,CBS,MainBoard,0000-00-00,XSHG,N78,公共设施管理业,2014-08-22,603099.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,长白山,CS
497,LAJS,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-01-26,300603.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,立昂技术,CS
498,JTGF,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-10-10,300400.XSHE,100.0,Industrials,工业,Normal,Active,劲拓股份,CS
499,CQGF,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-04-16,002391.XSHE,100.0,Materials,原材料,Normal,Active,长青股份,CS
500,SYC,MainBoard,0000-00-00,XSHG,F52,零售业,2000-12-26,600306.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,商业城,CS
501,CZMZ,UNKNOWN,0000-00-00,XSHE,C29,橡胶和塑料制品业,2007-01-24,002108.XSHE,100.0,Materials,原材料,Normal,Active,沧州明珠,CS
502,YLGF,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2014-01-22,603308.XSHG,100.0,Industrials,工业,Normal,Active,应流股份,CS
503,PLYY,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2017-11-16,002864.XSHE,100.0,HealthCare,医疗保健,Normal,Active,盘龙药业,CS
504,*STZH,UNKNOWN,0000-00-00,XSHE,C17,纺织业,2006-10-12,002070.XSHE,100.0,ConsumerDiscretionary,非必需消费品,StarST,Active,*ST众和,CS
505,SSFZ,MainBoard,0000-00-00,XSHG,K70,房地产业,1996-09-25,600748.XSHG,100.0,Financials,金融,Normal,Active,上实发展,CS
506,JMZY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2015-02-17,603222.XSHG,100.0,HealthCare,医疗保健,Normal,Active,济民制药,CS
507,TJSY,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,1993-07-28,600667.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,太极实业,CS
508,CYKJ,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-04-26,002866.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,传艺科技,CS
509,ZZGF,MainBoard,0000-00-00,XSHG,C29,橡胶和塑料制品业,2017-03-08,603991.XSHG,100.0,Materials,原材料,Normal,Active,至正股份,CS
510,SHGF,GEM,0000-00-00,XSHE,C38,电气机械及器材制造业,2017-08-22,300693.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,盛弘股份,CS
511,GDWL,MainBoard,0000-00-00,XSHG,I63,电信、广播电视和卫星传输服务,1994-02-24,600831.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,广电网络,CS
512,DHJS,GEM,0000-00-00,XSHE,C37,铁路、船舶、航空航天和其它运输设备制造业,2009-10-30,300011.XSHE,100.0,Industrials,工业,Normal,Active,鼎汉技术,CS
513,RSFZ,UNKNOWN,0000-00-00,XSHE,K70,房地产业,2007-08-08,002146.XSHE,100.0,Financials,金融,Normal,Active,荣盛发展,CS
514,SHYA,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,1994-01-06,000531.XSHE,100.0,Utilities,公用事业,Normal,Active,穗恒运A,CS
515,DRYL,GEM,0000-00-00,XSHE,C35,专用设备制造业,2014-09-10,300396.XSHE,100.0,HealthCare,医疗保健,Normal,Active,迪瑞医疗,CS
516,HYSH,MainBoard,0000-00-00,XSHE,C28,化学纤维制造业,1997-03-28,000703.XSHE,100.0,Materials,原材料,Normal,Active,恒逸石化,CS
517,LMGF,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2016-11-17,603633.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,徕木股份,CS
518,BSGF,MainBoard,0000-00-00,XSHG,J67,资本市场服务,1998-09-18,600155.XSHG,100.0,Financials,金融,Normal,Active,宝硕股份,CS
519,THCJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2014-07-31,300390.XSHE,100.0,Industrials,工业,Normal,Active,天华超净,CS
520,MDKJ,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2016-12-08,603990.XSHG,100.0,HealthCare,医疗保健,Normal,Active,麦迪科技,CS
521,YTZK,GEM,0000-00-00,XSHE,F51,批发业,2010-10-19,300131.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,英唐智控,CS
522,GSKG,MainBoard,0000-00-00,XSHE,I65,软件和信息技术服务业,2000-04-27,000971.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,高升控股,CS
523,SDHP,MainBoard,0000-00-00,XSHG,C30,非金属矿物制品业,2015-04-23,603021.XSHG,100.0,Materials,原材料,Normal,Active,山东华鹏,CS
524,KKGF,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2016-11-08,603203.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,快克股份,CS
525,YZJJ,MainBoard,0000-00-00,XSHG,C21,家具制造业,2016-12-15,603389.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,亚振家居,CS
526,RJRJ,UNKNOWN,0000-00-00,XSHE,I65,软件和信息技术服务业,2010-09-15,002474.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,榕基软件,CS
527,SXZQ,UNKNOWN,0000-00-00,XSHE,J67,资本市场服务,2010-11-15,002500.XSHE,100.0,Financials,金融,Normal,Active,山西证券,CS
528,HFCJ,UNKNOWN,0000-00-00,XSHE,K70,房地产业,2008-01-28,002208.XSHE,100.0,Financials,金融,Normal,Active,合肥城建,CS
529,KZJ,MainBoard,0000-00-00,XSHG,C15,酒、饮料和精制茶制造业,2015-06-29,603589.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,口子窖,CS
530,XYGF,MainBoard,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2000-02-21,000960.XSHE,100.0,Materials,原材料,Normal,Active,锡业股份,CS
531,JLGF,MainBoard,0000-00-00,XSHE,J67,资本市场服务,1997-04-15,000712.XSHE,100.0,Financials,金融,Normal,Active,锦龙股份,CS
532,LAHN,MainBoard,0000-00-00,XSHG,B06,煤炭开采和洗选业,2006-09-22,601699.XSHG,100.0,Energy,能源,Normal,Active,潞安环能,CS
533,FZCM,UNKNOWN,0000-00-00,XSHE,L72,商务服务业,2004-08-04,002027.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,分众传媒,CS
534,SCZH,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2010-03-26,300066.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,三川智慧,CS
535,ZXGF,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-06-25,002256.XSHE,100.0,Materials,原材料,Normal,Active,兆新股份,CS
536,CXKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-05-26,300088.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,长信科技,CS
537,HTZQ,MainBoard,0000-00-00,XSHG,J67,资本市场服务,2010-02-26,601688.XSHG,100.0,Financials,金融,Normal,Active,华泰证券,CS
538,RKYY,UNKNOWN,0000-00-00,XSHE,F51,批发业,2011-06-10,002589.XSHE,100.0,Industrials,工业,Normal,Active,瑞康医药,CS
539,YCXN,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2010-06-25,300080.XSHE,100.0,Materials,原材料,Normal,Active,易成新能,CS
540,XTGF,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2014-12-03,002733.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,雄韬股份,CS
541,JYJT,UNKNOWN,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2016-03-11,002789.XSHE,100.0,Industrials,工业,Normal,Active,建艺集团,CS
542,SHSM,MainBoard,0000-00-00,XSHG,C17,纺织业,1993-11-08,600689.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,上海三毛,CS
543,JQH,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-06-27,002885.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,京泉华,CS
544,NJDS,UNKNOWN,0000-00-00,XSHE,L72,商务服务业,2007-04-18,002127.XSHE,100.0,Industrials,工业,Normal,Active,南极电商,CS
545,JHGF,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-09-29,002484.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,江海股份,CS
546,JSDF,GEM,0000-00-00,XSHE,C27,医药制造业,2015-04-24,300434.XSHE,100.0,HealthCare,医疗保健,Normal,Active,金石东方,CS
547,LNYL,UNKNOWN,0000-00-00,XSHE,E48,土木工程建筑业,2014-02-19,002717.XSHE,100.0,Industrials,工业,Normal,Active,岭南园林,CS
548,CYDL,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,2000-03-16,000966.XSHE,100.0,Utilities,公用事业,Normal,Active,长源电力,CS
549,STSW,GEM,0000-00-00,XSHE,C27,医药制造业,2017-01-06,300583.XSHE,100.0,HealthCare,医疗保健,Normal,Active,赛托生物,CS
550,TYTX,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2016-03-28,002792.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,通宇通讯,CS
551,SJKJ,UNKNOWN,0000-00-00,XSHE,C33,金属制品业,2016-05-10,002796.XSHE,100.0,Industrials,工业,Normal,Active,世嘉科技,CS
552,HET,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-05-11,002402.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,和而泰,CS
553,GCCL,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2012-01-13,300285.XSHE,100.0,Materials,原材料,Normal,Active,国瓷材料,CS
554,QXGF,UNKNOWN,0000-00-00,XSHE,E50,建筑装饰和其他建筑业,2015-12-22,002781.XSHE,100.0,Industrials,工业,Normal,Active,奇信股份,CS
555,ARJ,UNKNOWN,0000-00-00,XSHE,C33,金属制品业,2012-10-11,002701.XSHE,100.0,Materials,原材料,Normal,Active,奥瑞金,CS
556,SLSY,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2015-03-19,002748.XSHE,100.0,Materials,原材料,Normal,Active,世龙实业,CS
557,GZBL,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2010-06-03,002424.XSHE,100.0,HealthCare,医疗保健,Normal,Active,贵州百灵,CS
558,XGNJ,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2015-04-27,603789.XSHG,100.0,Industrials,工业,Normal,Active,星光农机,CS
559,SHGL,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2011-06-08,300226.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,上海钢联,CS
560,CHGF,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2011-03-29,300196.XSHE,100.0,Materials,原材料,Normal,Active,长海股份,CS
561,TFTX,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-02-17,300394.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,天孚通信,CS
562,THKJ,GEM,0000-00-00,XSHE,C38,电气机械及器材制造业,2015-12-31,300491.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,通合科技,CS
563,GQCF,MainBoard,2012-03-20,XSHG,C36,汽车制造业,2004-06-14,600991.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Other,Delisted,广汽长丰,CS
564,HMGF,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2006-09-15,002068.XSHE,100.0,Materials,原材料,Normal,Active,黑猫股份,CS
565,KYDT,UNKNOWN,0000-00-00,XSHE,C34,通用设备制造业,2017-03-24,002774.XSHE,100.0,Industrials,工业,Normal,Active,快意电梯,CS
566,TYKG,MainBoard,0000-00-00,XSHE,F51,批发业,1997-12-02,000829.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,天音控股,CS
567,DLZG,UNKNOWN,0000-00-00,XSHE,C35,专用设备制造业,2008-01-16,002204.XSHE,100.0,Industrials,工业,Normal,Active,大连重工,CS
568,LJZ,MainBoard,0000-00-00,XSHG,K70,房地产业,1993-06-28,600663.XSHG,100.0,Financials,金融,Normal,Active,陆家嘴,CS
569,JDZY,GEM,0000-00-00,XSHE,C27,医药制造业,2017-10-10,300705.XSHE,100.0,HealthCare,医疗保健,Normal,Active,九典制药,CS
570,TMKJ,MainBoard,0000-00-00,XSHG,C13,农副食品加工业,2017-01-17,603668.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,天马科技,CS
571,RHTX,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-12-03,002313.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,日海通讯,CS
572,HMKG,MainBoard,0000-00-00,XSHE,R85,新闻和出版业,1996-08-30,000607.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,华媒控股,CS
573,STNH,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2000-07-12,600301.XSHG,100.0,Materials,原材料,ST,Active,ST南化,CS
574,FLDL,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2004-03-03,600452.XSHG,100.0,Utilities,公用事业,Normal,Active,涪陵电力,CS
575,NBRD,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2004-07-06,600982.XSHG,100.0,Utilities,公用事业,Normal,Active,宁波热电,CS
576,QSKG,MainBoard,0000-00-00,XSHG,G54,道路运输业,1993-06-14,600662.XSHG,100.0,Industrials,工业,Normal,Active,强生控股,CS
577,ZJYQ,MainBoard,0000-00-00,XSHG,B07,石油和天然气开采业,1996-10-08,600759.XSHG,100.0,Industrials,工业,Normal,Active,洲际油气,CS
578,DAJY,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2004-08-09,002030.XSHE,100.0,HealthCare,医疗保健,Normal,Active,达安基因,CS
579,JFNJ,GEM,0000-00-00,XSHE,F52,零售业,2009-10-30,300022.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,吉峰农机,CS
580,NBG,MainBoard,0000-00-00,XSHG,G55,水上运输业,2010-09-28,601018.XSHG,100.0,Industrials,工业,Normal,Active,宁波港,CS
581,CDFT,MainBoard,2009-12-29,XSHG,C31,黑色金属冶炼及压延加工业,2002-09-06,600357.XSHG,100.0,Materials,原材料,Other,Delisted,承德钒钛,CS
582,BMDZ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2015-12-09,603936.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,博敏电子,CS
583,STMK,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,1997-07-04,600091.XSHG,100.0,Materials,原材料,ST,Active,ST明科,CS
584,DFCF,GEM,0000-00-00,XSHE,I64,互联网和相关服务,2010-03-19,300059.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,东方财富,CS
585,YDGF,MainBoard,0000-00-00,XSHG,C38,电气机械及器材制造业,1997-09-29,600105.XSHG,100.0,Industrials,工业,Normal,Active,永鼎股份,CS
586,TDHG,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-03-03,002360.XSHE,100.0,Materials,原材料,Normal,Active,同德化工,CS
587,XJKG,MainBoard,0000-00-00,XSHG,K70,房地产业,1998-06-09,600162.XSHG,100.0,Financials,金融,Normal,Active,香江控股,CS
588,XJD,MainBoard,0000-00-00,XSHG,R85,新闻和出版业,2017-04-25,603096.XSHG,100.0,Industrials,工业,Normal,Active,新经典,CS
589,HBP,UNKNOWN,0000-00-00,XSHE,B11,开采辅助活动,2011-02-25,002554.XSHE,100.0,Energy,能源,Normal,Active,惠博普,CS
590,SHJD,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,1994-02-24,600835.XSHG,100.0,Industrials,工业,Normal,Active,上海机电,CS
