,abbrev_symbol,board_type,de_listed_date,exchange,industry_code,industry_name,listed_date,order_book_id,round_lot,sector_code,sector_code_name,special_type,status,symbol,type
0,AJSP,MainBoard,0000-00-00,XSHG,C14,食品制造业,2015-12-09,603696.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,安记食品,CS
1,JLSY,MainBoard,0000-00-00,XSHG,C23,印刷和记录媒介复制业,1994-02-24,600836.XSHG,100.0,Industrials,工业,Normal,Active,界龙实业,CS
2,YHZK,UNKNOWN,0000-00-00,XSHE,C34,通用设备制造业,2016-04-28,002795.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,永和智控,CS
3,BHCX,GEM,0000-00-00,XSHE,C35,专用设备制造业,2012-05-23,300318.XSHE,100.0,Industrials,工业,Normal,Active,博晖创新,CS
4,HBZY,MainBoard,0000-00-00,XSHG,C27,医药制造业,1994-01-14,600812.XSHG,100.0,HealthCare,医疗保健,Normal,Active,华北制药,CS
5,MGMT,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2017-03-06,002851.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,麦格米特,CS
6,WHCC,GEM,0000-00-00,XSHE,C30,非金属矿物制品业,2010-06-25,300089.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,文化长城,CS
7,QZGF,MainBoard,0000-00-00,XSHG,E50,建筑装饰和其他建筑业,2015-03-20,603030.XSHG,100.0,Industrials,工业,Normal,Active,全筑股份,CS
8,TDJS,MainBoard,0000-00-00,XSHG,E48,土木工程建筑业,2002-12-26,600512.XSHG,100.0,Industrials,工业,Normal,Active,腾达建设,CS
9,SYGF,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2016-11-14,300563.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,神宇股份,CS
10,LSYS,MainBoard,0000-00-00,XSHE,C37,铁路、船舶、航空航天和其它运输设备制造业,1997-03-25,000697.XSHE,100.0,Materials,原材料,Normal,Active,炼石有色,CS
11,KDXC,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2012-04-16,002669.XSHE,100.0,Materials,原材料,Normal,Active,康达新材,CS
12,HLGF,UNKNOWN,0000-00-00,XSHE,C32,有色金属冶炼和压延加工业,2008-01-16,002203.XSHE,100.0,Materials,原材料,Normal,Active,海亮股份,CS
13,SYGF,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-01-19,002841.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,视源股份,CS
14,JLTC,UNKNOWN,0000-00-00,XSHE,C33,金属制品业,2009-12-11,002318.XSHE,100.0,Materials,原材料,Normal,Active,久立特材,CS
15,HRJS,UNKNOWN,0000-00-00,XSHE,E48,土木工程建筑业,2006-08-16,002062.XSHE,100.0,Industrials,工业,Normal,Active,宏润建设,CS
16,KYGF,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2012-07-26,300338.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,开元股份,CS
17,YTYY,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2010-03-16,002370.XSHE,100.0,HealthCare,医疗保健,Normal,Active,亚太药业,CS
18,XDTZ,MainBoard,0000-00-00,XSHE,G54,道路运输业,1999-01-28,000900.XSHE,100.0,Industrials,工业,Normal,Active,现代投资,CS
19,YYXC,MainBoard,0000-00-00,XSHG,C32,有色金属冶炼和压延加工业,1999-03-19,600206.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,有研新材,CS
20,LYGF,GEM,0000-00-00,XSHE,C13,农副食品加工业,2011-02-15,300175.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,朗源股份,CS
21,YTTX,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-04-13,002861.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,瀛通通讯,CS
22,MZDQ,MainBoard,0000-00-00,XSHG,C38,电气机械及器材制造业,2017-05-09,603728.XSHG,100.0,Industrials,工业,Normal,Active,鸣志电器,CS
23,WHDQ,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2011-01-28,002543.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,万和电气,CS
24,ZNCM,MainBoard,0000-00-00,XSHG,R85,新闻和出版业,2010-10-28,601098.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,中南传媒,CS
25,JNJJ,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2012-01-16,601313.XSHG,100.0,Industrials,工业,Normal,Active,江南嘉捷,CS
26,HGGF,UNKNOWN,0000-00-00,XSHE,C34,通用设备制造业,2011-01-10,002534.XSHE,100.0,Industrials,工业,Normal,Active,杭锅股份,CS
27,BCGF,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-08-03,002455.XSHE,100.0,Materials,原材料,Normal,Active,百川股份,CS
28,LXBY,UNKNOWN,0000-00-00,XSHE,C34,通用设备制造业,2017-07-11,002884.XSHE,100.0,Industrials,工业,Normal,Active,凌霄泵业,CS
29,STL,MainBoard,0000-00-00,XSHG,C27,医药制造业,2016-03-09,603520.XSHG,100.0,HealthCare,医疗保健,Normal,Active,司太立,CS
30,HDGF,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-08-18,002463.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,沪电股份,CS
31,GFSY,MainBoard,0000-00-00,XSHE,C29,橡胶和塑料制品业,1998-11-19,000859.XSHE,100.0,Materials,原材料,Normal,Active,国风塑业,CS
32,NPX,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2008-02-18,002215.XSHE,100.0,Materials,原材料,Normal,Active,诺普信,CS
33,LYMY,MainBoard,0000-00-00,XSHG,B09,有色金属矿采选业,2012-10-09,603993.XSHG,100.0,Materials,原材料,Normal,Active,洛阳钼业,CS
34,CZDH,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2000-04-06,600230.XSHG,100.0,Materials,原材料,Normal,Active,沧州大化,CS
35,HTNY,MainBoard,0000-00-00,XSHG,F51,批发业,1992-03-27,600605.XSHG,100.0,Industrials,工业,Normal,Active,汇通能源,CS
36,SHLS,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2008-06-23,002252.XSHE,100.0,HealthCare,医疗保健,Normal,Active,上海莱士,CS
37,ZXLY,UNKNOWN,0000-00-00,XSHE,L72,商务服务业,2014-01-23,002707.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,众信旅游,CS
38,DZJK,MainBoard,0000-00-00,XSHE,C27,医药制造业,1998-05-19,000813.XSHE,100.0,HealthCare,医疗保健,Normal,Active,德展健康,CS
39,JXZY,UNKNOWN,0000-00-00,XSHE,C22,造纸及纸制品业,2006-09-15,002067.XSHE,100.0,Materials,原材料,Normal,Active,景兴纸业,CS
40,ZTHX,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2006-12-08,002092.XSHE,100.0,Materials,原材料,Normal,Active,中泰化学,CS
41,DFT,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-28,300379.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,东方通,CS
42,YGSA,MainBoard,0000-00-00,XSHE,G54,道路运输业,1998-02-20,000429.XSHE,100.0,Industrials,工业,Normal,Active,粤高速A,CS
43,KHZY,MainBoard,0000-00-00,XSHG,C27,医药制造业,2017-04-21,603139.XSHG,100.0,HealthCare,医疗保健,Normal,Active,康惠制药,CS
44,ZDXL,UNKNOWN,0000-00-00,XSHE,I65,软件和信息技术服务业,2009-09-29,002298.XSHE,100.0,Industrials,工业,Normal,Active,中电鑫龙,CS
45,LTSY,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2000-12-22,600328.XSHG,100.0,Materials,原材料,Normal,Active,兰太实业,CS
46,BHLD,MainBoard,0000-00-00,XSHG,G55,水上运输业,2012-09-06,603167.XSHG,100.0,Industrials,工业,Normal,Active,渤海轮渡,CS
47,JGHX,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2000-12-20,600307.XSHG,100.0,Materials,原材料,Normal,Active,酒钢宏兴,CS
48,KLHB,UNKNOWN,0000-00-00,XSHE,D44,电力、热力生产和供应业,2010-11-09,002499.XSHE,100.0,Utilities,公用事业,Normal,Active,科林环保,CS
49,SHJN,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2012-03-27,002665.XSHE,100.0,Industrials,工业,Normal,Active,首航节能,CS
50,TYTL,UNKNOWN,0000-00-00,XSHE,C35,专用设备制造业,2010-08-10,002459.XSHE,100.0,Industrials,工业,Normal,Active,天业通联,CS
51,AYGT,MainBoard,0000-00-00,XSHG,C31,黑色金属冶炼及压延加工业,2001-08-20,600569.XSHG,100.0,Materials,原材料,Normal,Active,安阳钢铁,CS
52,WYKJ,GEM,0000-00-00,XSHE,C34,通用设备制造业,2015-02-17,300420.XSHE,100.0,Industrials,工业,Normal,Active,五洋科技,CS
53,HDJ,MainBoard,0000-00-00,XSHG,A04,渔业,2004-04-05,600467.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,好当家,CS
54,BDXT,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2007-08-13,002151.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,北斗星通,CS
55,YYDQ,GEM,0000-00-00,XSHE,C36,汽车制造业,2012-03-21,300304.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,云意电气,CS
56,HHJC,MainBoard,0000-00-00,XSHG,K70,房地产业,2002-08-06,600515.XSHG,100.0,Financials,金融,Normal,Active,海航基础,CS
57,JMJT,MainBoard,2013-08-14,XSHE,D44,电力、热力生产和供应业,1996-08-19,000602.XSHE,100.0,Materials,原材料,Other,Delisted,金马集团,CS
58,CCDM,MainBoard,0000-00-00,XSHE,I64,互联网和相关服务,1999-06-25,000835.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,长城动漫,CS
59,JMW,MainBoard,0000-00-00,XSHG,C18,纺织服装、服饰业,2011-05-30,601566.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,九牧王,CS
60,DFNY,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,1999-12-23,000958.XSHE,100.0,Utilities,公用事业,Normal,Active,东方能源,CS
61,YDKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2015-04-23,300440.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,运达科技,CS
62,WZXC,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2016-10-25,603667.XSHG,100.0,Industrials,工业,Normal,Active,五洲新春,CS
63,FZKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-06-29,300235.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,方直科技,CS
64,WXXC,UNKNOWN,0000-00-00,XSHE,C29,橡胶和塑料制品业,2010-03-18,002372.XSHE,100.0,Industrials,工业,Normal,Active,伟星新材,CS
65,JJWD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2017-03-14,300623.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,捷捷微电,CS
66,*STST,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2009-12-03,002312.XSHE,100.0,InformationTechnology,信息技术,StarST,Active,*ST三泰,CS
67,JLHG,MainBoard,2006-02-20,XSHE,C26,化学原料及化学制品制造业,1996-10-15,000618.XSHE,100.0,Energy,能源,Other,Delisted,吉林化工,CS
68,JTFZ,MainBoard,0000-00-00,XSHG,K70,房地产业,1993-10-25,600683.XSHG,100.0,Financials,金融,Normal,Active,京投发展,CS
69,WXDN,MainBoard,0000-00-00,XSHG,A01,农业,2002-09-16,600371.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,万向德农,CS
70,SDWH,MainBoard,0000-00-00,XSHG,F51,批发业,2000-11-28,600241.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,时代万恒,CS
71,RSHB,MainBoard,0000-00-00,XSHG,C22,造纸及纸制品业,2017-01-17,603165.XSHG,100.0,Materials,原材料,Normal,Active,荣晟环保,CS
72,GSGF,MainBoard,0000-00-00,XSHG,C33,金属制品业,2004-05-14,600992.XSHG,100.0,Materials,原材料,Normal,Active,贵绳股份,CS
73,XTKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2011-08-31,300259.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,新天科技,CS
74,JZYY,MainBoard,0000-00-00,XSHG,C27,医药制造业,1996-09-23,600750.XSHG,100.0,HealthCare,医疗保健,Normal,Active,江中药业,CS
75,LZJT,MainBoard,0000-00-00,XSHE,C27,医药制造业,1993-10-28,000513.XSHE,100.0,HealthCare,医疗保健,Normal,Active,丽珠集团,CS
76,LSKJ,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2015-03-18,300433.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,蓝思科技,CS
77,CLXX,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2011-08-03,300250.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,初灵信息,CS
78,ADL,MainBoard,0000-00-00,XSHG,F52,零售业,2016-08-22,603031.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,安德利,CS
79,WKZB,MainBoard,0000-00-00,XSHG,J69,其他金融业,2001-01-15,600390.XSHG,100.0,Financials,金融,Normal,Active,五矿资本,CS
80,JHQC,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2001-08-24,600418.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,江淮汽车,CS
81,JFSW,GEM,0000-00-00,XSHE,C35,专用设备制造业,2016-08-02,300529.XSHE,100.0,HealthCare,医疗保健,Normal,Active,健帆生物,CS
82,BKGF,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2010-05-25,002411.XSHE,100.0,Materials,原材料,Normal,Active,必康股份,CS
83,YSZL,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,1990-12-19,600602.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,云赛智联,CS
84,ZBGF,MainBoard,0000-00-00,XSHG,C21,家具制造业,2017-06-30,603801.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,志邦股份,CS
85,ZLSH,MainBoard,0000-00-00,XSHE,C26,化学原料及化学制品制造业,1999-07-12,000930.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,中粮生化,CS
86,XLJR,MainBoard,0000-00-00,XSHG,J69,其他金融业,2000-12-08,600318.XSHG,100.0,Financials,金融,Normal,Active,新力金融,CS
87,XQGF,MainBoard,0000-00-00,XSHG,C36,汽车制造业,2017-03-17,603179.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,新泉股份,CS
88,AYSC,UNKNOWN,0000-00-00,XSHE,G58,装卸搬运和运输代理业,2008-06-05,002245.XSHE,100.0,Industrials,工业,Normal,Active,澳洋顺昌,CS
89,SGS,MainBoard,0000-00-00,XSHG,G54,道路运输业,2001-12-25,600548.XSHG,100.0,Industrials,工业,Normal,Active,深高速,CS
90,SGMG,UNKNOWN,0000-00-00,XSHE,C31,黑色金属冶炼及压延加工业,2007-01-26,002110.XSHE,100.0,Materials,原材料,Normal,Active,三钢闽光,CS
91,HBNY,MainBoard,0000-00-00,XSHE,D44,电力、热力生产和供应业,1998-05-19,000883.XSHE,100.0,Utilities,公用事业,Normal,Active,湖北能源,CS
92,SSGF,MainBoard,0000-00-00,XSHG,F52,零售业,1996-07-16,600723.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,首商股份,CS
93,YTKC,MainBoard,0000-00-00,XSHG,C36,汽车制造业,1997-05-08,600066.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,宇通客车,CS
94,HBGF,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2007-01-10,002104.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,恒宝股份,CS
95,LMGF,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2015-01-27,002734.XSHE,100.0,Materials,原材料,Normal,Active,利民股份,CS
96,HJKJ,GEM,0000-00-00,XSHE,C38,电气机械及器材制造业,2011-12-29,300279.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,和晶科技,CS
97,BJKR,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2010-02-03,002350.XSHE,100.0,Industrials,工业,Normal,Active,北京科锐,CS
98,YLD,UNKNOWN,0000-00-00,XSHE,C34,通用设备制造业,2012-07-03,002686.XSHE,100.0,Industrials,工业,Normal,Active,亿利达,CS
99,TWGF,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2016-12-28,002835.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,同为股份,CS
100,SFWH,UNKNOWN,0000-00-00,XSHE,C24,文教、工美、体育和娱乐用品制造业,2017-04-11,002862.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,实丰文化,CS
101,HCGF,MainBoard,0000-00-00,XSHG,M74,专业技术服务业,2016-06-28,603909.XSHG,100.0,Industrials,工业,Normal,Active,合诚股份,CS
102,HKYL,UNKNOWN,0000-00-00,XSHE,C27,医药制造业,2008-03-06,002219.XSHE,100.0,HealthCare,医疗保健,Normal,Active,恒康医疗,CS
103,ZHZB,GEM,0000-00-00,XSHE,C38,电气机械及器材制造业,2010-11-12,300140.XSHE,100.0,Industrials,工业,Normal,Active,中环装备,CS
104,PLS,GEM,0000-00-00,XSHE,C35,专用设备制造业,2015-04-24,300442.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,普丽盛,CS
105,HLJZ,MainBoard,0000-00-00,XSHG,K70,房地产业,2002-07-09,600503.XSHG,100.0,Financials,金融,Normal,Active,华丽家族,CS
106,CYXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2014-01-27,300366.XSHE,100.0,TelecommunicationServices,电信服务,Normal,Active,创意信息,CS
107,YLGF,UNKNOWN,0000-00-00,XSHE,C33,金属制品业,2017-02-07,002846.XSHE,100.0,Materials,原材料,Normal,Active,英联股份,CS
108,RTJK,MainBoard,0000-00-00,XSHG,C35,专用设备制造业,2017-01-11,603579.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,荣泰健康,CS
109,ZJMD,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2012-05-25,002677.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,浙江美大,CS
110,HLKG,MainBoard,0000-00-00,XSHE,K70,房地产业,1994-06-17,000036.XSHE,100.0,Financials,金融,Normal,Active,华联控股,CS
111,HCJT,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2016-12-27,603298.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,杭叉集团,CS
112,HYGF,MainBoard,0000-00-00,XSHG,F51,批发业,1997-09-01,600128.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,弘业股份,CS
113,WTGY,GEM,0000-00-00,XSHE,C35,专用设备制造业,2017-10-10,300707.XSHE,100.0,Industrials,工业,Normal,Active,威唐工业,CS
114,XDGF,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2002-07-18,600416.XSHG,100.0,Industrials,工业,Normal,Active,湘电股份,CS
115,HYGF,UNKNOWN,0000-00-00,XSHE,C35,专用设备制造业,2017-08-02,002890.XSHE,100.0,Industrials,工业,Normal,Active,弘宇股份,CS
116,ZZGF,MainBoard,0000-00-00,XSHG,C37,铁路、船舶、航空航天和其它运输设备制造业,2000-12-18,600038.XSHG,100.0,Industrials,工业,Normal,Active,中直股份,CS
117,SZHQ,MainBoard,0000-00-00,XSHE,F51,批发业,1997-01-30,000062.XSHE,100.0,Industrials,工业,Normal,Active,深圳华强,CS
118,HJSD,MainBoard,0000-00-00,XSHG,F52,零售业,2016-05-06,603101.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,汇嘉时代,CS
119,ZHGF,UNKNOWN,0000-00-00,XSHE,C38,电气机械及器材制造业,2007-04-20,002129.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,中环股份,CS
120,XRSW,GEM,0000-00-00,XSHE,A01,农业,2016-05-04,300511.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,雪榕生物,CS
121,CSDZ,MainBoard,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,1997-10-08,000823.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,超声电子,CS
122,XHKJ,MainBoard,0000-00-00,XSHG,C14,食品制造业,1994-08-18,600866.XSHG,100.0,HealthCare,医疗保健,Normal,Active,星湖科技,CS
123,HSTC,MainBoard,0000-00-00,XSHG,I65,软件和信息技术服务业,2004-04-27,600410.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,华胜天成,CS
124,YYGF,UNKNOWN,0000-00-00,XSHE,C35,专用设备制造业,2007-11-01,002177.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,御银股份,CS
125,XNE,UNKNOWN,0000-00-00,XSHE,C18,纺织服装、服饰业,2010-10-15,002485.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,希努尔,CS
126,ZHHB,MainBoard,0000-00-00,XSHG,C36,汽车制造业,1996-10-11,600760.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,中航黑豹,CS
127,GLLH,MainBoard,0000-00-00,XSHG,I64,互联网和相关服务,2000-09-22,600358.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,国旅联合,CS
128,ZYHT,MainBoard,0000-00-00,XSHG,G55,水上运输业,2002-04-18,600428.XSHG,100.0,Industrials,工业,Normal,Active,中远海特,CS
129,PLY,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2017-11-15,603605.XSHG,100.0,Materials,原材料,Normal,Active,珀莱雅,CS
130,HGGF,MainBoard,0000-00-00,XSHG,C34,通用设备制造业,2003-07-21,600475.XSHG,100.0,Industrials,工业,Normal,Active,华光股份,CS
131,ZGWY,MainBoard,0000-00-00,XSHE,K70,房地产业,1997-07-15,000797.XSHE,100.0,Financials,金融,Normal,Active,中国武夷,CS
132,XKHB,UNKNOWN,0000-00-00,XSHE,C17,纺织业,2004-07-08,002015.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,霞客环保,CS
133,HWSW,MainBoard,0000-00-00,XSHE,F52,零售业,1998-12-18,000078.XSHE,100.0,HealthCare,医疗保健,Normal,Active,海王生物,CS
134,ZSGY,MainBoard,0000-00-00,XSHE,D46,水的生产和供应业,1997-01-23,000685.XSHE,100.0,Utilities,公用事业,Normal,Active,中山公用,CS
135,XCDL,MainBoard,0000-00-00,XSHG,D44,电力、热力生产和供应业,2002-05-30,600505.XSHG,100.0,Utilities,公用事业,Normal,Active,西昌电力,CS
136,KSKJ,MainBoard,0000-00-00,XSHG,C39,计算机、通信和其他电子设备制造业,2002-11-08,600552.XSHG,100.0,InformationTechnology,信息技术,Normal,Active,凯盛科技,CS
137,QZGD,GEM,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2010-08-12,300102.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,乾照光电,CS
138,XWF,MainBoard,0000-00-00,XSHG,A03,畜牧业,2004-06-09,600975.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,新五丰,CS
139,YZWL,UNKNOWN,0000-00-00,XSHE,I64,互联网和相关服务,2007-09-25,002174.XSHE,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,游族网络,CS
140,HFXX,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2017-02-08,300605.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,恒锋信息,CS
141,LPGK,MainBoard,0000-00-00,XSHE,A01,农业,2000-12-11,000998.XSHE,100.0,ConsumerStaples,必需消费品,Normal,Active,隆平高科,CS
142,SDKJ,GEM,0000-00-00,XSHE,C40,仪器仪表制造业,2016-06-08,300515.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,三德科技,CS
143,JXGF,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-08-20,300107.XSHE,100.0,Materials,原材料,Normal,Active,建新股份,CS
144,PNGF,UNKNOWN,0000-00-00,XSHE,C30,非金属矿物制品业,2008-04-25,002225.XSHE,100.0,Materials,原材料,Normal,Active,濮耐股份,CS
145,DZJG,UNKNOWN,0000-00-00,XSHE,C35,专用设备制造业,2004-06-25,002008.XSHE,100.0,Industrials,工业,Normal,Active,大族激光,CS
146,DZJT,MainBoard,0000-00-00,XSHG,G54,道路运输业,1992-08-07,600611.XSHG,100.0,Industrials,工业,Normal,Active,大众交通,CS
147,HLE,MainBoard,0000-00-00,XSHG,C26,化学原料及化学制品制造业,2017-01-12,603639.XSHG,100.0,HealthCare,医疗保健,Normal,Active,海利尔,CS
148,YKF,MainBoard,0000-00-00,XSHE,K70,房地产业,1993-07-12,000514.XSHE,100.0,Financials,金融,Normal,Active,渝开发,CS
149,GSYH,MainBoard,0000-00-00,XSHG,J66,货币金融服务,2006-10-27,601398.XSHG,100.0,Financials,金融,Normal,Active,工商银行,CS
150,ZJGS,MainBoard,0000-00-00,XSHG,K70,房地产业,1997-04-15,600052.XSHG,100.0,Financials,金融,Normal,Active,浙江广厦,CS
151,JJGF,MainBoard,0000-00-00,XSHG,H61,住宿业,1996-10-11,600754.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,锦江股份,CS
152,LFSH,UNKNOWN,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-12-03,002513.XSHE,100.0,Materials,原材料,Normal,Active,蓝丰生化,CS
153,ZTKC,MainBoard,0000-00-00,XSHE,C36,汽车制造业,2000-01-13,000957.XSHE,100.0,Industrials,工业,Normal,Active,中通客车,CS
154,YTGF,MainBoard,0000-00-00,XSHG,G55,水上运输业,1993-11-19,600692.XSHG,100.0,Industrials,工业,Normal,Active,亚通股份,CS
155,XNY,MainBoard,0000-00-00,XSHG,P82,教育,1993-06-14,600661.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,新南洋,CS
156,TJKJ,GEM,0000-00-00,XSHE,I65,软件和信息技术服务业,2011-07-19,300245.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,天玑科技,CS
157,HTKJ,UNKNOWN,0000-00-00,XSHE,C39,计算机、通信和其他电子设备制造业,2007-11-20,002185.XSHE,100.0,InformationTechnology,信息技术,Normal,Active,华天科技,CS
158,GZJJ,MainBoard,0000-00-00,XSHG,C14,食品制造业,2017-06-27,603043.XSHG,100.0,ConsumerStaples,必需消费品,Normal,Active,广州酒家,CS
159,JDGF,MainBoard,0000-00-00,XSHG,C38,电气机械及器材制造业,2002-09-11,600577.XSHG,100.0,Industrials,工业,Normal,Active,精达股份,CS
160,WLGF,UNKNOWN,0000-00-00,XSHE,C34,通用设备制造业,2017-05-11,002871.XSHE,100.0,Industrials,工业,Normal,Active,伟隆股份,CS
161,HRSJ,MainBoard,0000-00-00,XSHE,C27,医药制造业,2000-03-09,000999.XSHE,100.0,HealthCare,医疗保健,Normal,Active,华润三九,CS
162,HTGK,MainBoard,0000-00-00,XSHG,F52,零售业,1998-04-20,600122.XSHG,100.0,ConsumerDiscretionary,非必需消费品,Normal,Active,宏图高科,CS
163,FXGF,GEM,0000-00-00,XSHE,C27,医药制造业,2015-12-22,300497.XSHE,100.0,HealthCare,医疗保健,Normal,Active,富祥股份,CS
164,BLGJ,GEM,0000-00-00,XSHE,C26,化学原料及化学制品制造业,2010-10-26,300135.XSHE,100.0,Materials,原材料,Normal,Active,宝利国际,CS
