listed_date,order_book_id
2016-01-19,002586.XSHE
2016-01-19,002452.XSHE
2016-01-19,002001.XSHE
2016-01-19,603026.XSHG
2016-01-19,600962.XSHG
2016-01-19,000687.XSHE
2016-01-19,300061.XSHE
2016-01-19,601390.XSHG
2016-01-19,300224.XSHE
2016-01-19,002417.XSHE
2016-01-19,002401.XSHE
2016-01-19,002192.XSHE
2016-01-19,300368.XSHE
2016-01-19,601186.XSHG
2016-01-19,600841.XSHG
2016-01-19,600763.XSHG
2016-01-19,000815.XSHE
2016-01-19,300480.XSHE
2016-01-19,000659.XSHE
2016-01-19,300312.XSHE
2016-01-19,002387.XSHE
2016-01-19,000576.XSHE
2016-01-19,600106.XSHG
2016-01-19,600880.XSHG
2016-01-19,600230.XSHG
2016-01-19,002066.XSHE
2016-01-19,600603.XSHG
2016-01-19,600179.XSHG
2016-01-19,002279.XSHE
2016-01-19,600217.XSHG
2016-01-19,300209.XSHE
2016-01-19,600777.XSHG
2016-01-19,600981.XSHG
2016-01-19,002173.XSHE
2016-01-19,600970.XSHG
2016-01-19,002276.XSHE
2016-01-19,002363.XSHE
2016-01-19,002432.XSHE
2016-01-19,000691.XSHE
2016-01-19,000723.XSHE
2016-01-19,600822.XSHG
2016-01-19,002445.XSHE
2016-01-19,000615.XSHE
2016-01-19,300090.XSHE
2016-01-19,000976.XSHE
2016-01-19,603936.XSHG
2016-01-19,600091.XSHG
2016-01-19,600619.XSHG
2016-01-19,000786.XSHE
2016-01-19,000671.XSHE
2016-01-19,002638.XSHE
2016-01-19,600301.XSHG
2016-01-19,000059.XSHE
2016-01-19,603997.XSHG
2016-01-19,300031.XSHE
2016-01-19,300294.XSHE
2016-01-19,600193.XSHG
2016-01-19,603005.XSHG
2016-01-19,601002.XSHG
2016-01-19,600071.XSHG
2016-01-19,300304.XSHE
2016-01-19,603318.XSHG
2016-01-19,600732.XSHG
2016-01-19,002730.XSHE
2016-01-19,000676.XSHE
2016-01-19,300479.XSHE
2016-01-19,002491.XSHE
2016-01-19,000151.XSHE
2016-01-19,000155.XSHE
2016-01-19,000010.XSHE
2016-01-19,000016.XSHE
2016-01-19,002405.XSHE
2016-01-19,600626.XSHG
2016-01-19,600408.XSHG
2016-01-19,002703.XSHE
2016-01-19,002662.XSHE
2016-01-19,002601.XSHE
2016-01-19,600247.XSHG
2016-01-19,600506.XSHG
2016-01-19,000892.XSHE
2016-01-19,002562.XSHE
2016-01-19,601618.XSHG
2016-01-19,600622.XSHG
2016-01-19,000040.XSHE
2016-01-19,000760.XSHE
2016-01-19,600715.XSHG
2016-01-19,002502.XSHE
2016-01-19,600589.XSHG
2016-01-19,002640.XSHE
2016-01-19,000710.XSHE
2016-01-19,000838.XSHE
2016-01-19,600864.XSHG
2016-01-19,002733.XSHE
2016-01-19,000068.XSHE
2016-01-19,300264.XSHE
2016-01-19,002388.XSHE
2016-01-19,600680.XSHG
2016-01-19,300456.XSHE
2016-01-19,300023.XSHE
2016-01-19,603008.XSHG
2016-01-19,600779.XSHG
2016-01-19,300001.XSHE
2016-01-19,600618.XSHG
2016-01-19,002335.XSHE
2016-01-19,002296.XSHE
2016-01-19,002352.XSHE
2016-01-19,603019.XSHG
2016-01-19,600116.XSHG
2016-01-19,000979.XSHE
2016-01-19,600477.XSHG
2016-01-19,000930.XSHE
2016-01-19,600405.XSHG
2016-01-19,000795.XSHE
2016-01-19,600621.XSHG
2016-01-19,000403.XSHE
2016-01-19,300466.XSHE
2016-01-19,000018.XSHE
2016-01-19,002051.XSHE
2016-01-19,300308.XSHE
2016-01-19,002077.XSHE
2016-01-19,002145.XSHE
2016-01-19,000590.XSHE
2016-01-19,600984.XSHG
2016-01-19,300184.XSHE
2016-01-19,601177.XSHG
2016-01-19,600693.XSHG
2016-01-19,600208.XSHG
2016-01-19,603268.XSHG
2016-01-19,600743.XSHG
2016-01-19,600691.XSHG
2016-01-19,600722.XSHG
2016-01-19,600806.XSHG
2016-01-19,300342.XSHE
2016-01-19,600515.XSHG
2016-01-19,600035.XSHG
2016-01-19,600876.XSHG
2016-01-19,600082.XSHG
2016-01-19,000005.XSHE
2016-01-19,000557.XSHE
2016-01-20,600074.XSHG
2016-01-20,002738.XSHE
2016-01-20,300467.XSHE
2016-01-20,002355.XSHE
2016-01-20,000408.XSHE
2016-01-20,300092.XSHE
2016-01-20,002651.XSHE
2016-01-20,002452.XSHE
2016-01-20,002417.XSHE
2016-01-20,600870.XSHG
2016-01-20,002192.XSHE
2016-01-20,000815.XSHE
2016-01-20,000659.XSHE
2016-01-20,002150.XSHE
2016-01-20,603077.XSHG
2016-01-20,600880.XSHG
2016-01-20,600704.XSHG
2016-01-20,002015.XSHE
2016-01-20,300411.XSHE
2016-01-20,600777.XSHG
2016-01-20,600898.XSHG
2016-01-20,002638.XSHE
2016-01-20,300459.XSHE
2016-01-20,300036.XSHE
2016-01-20,000875.XSHE
2016-01-20,300441.XSHE
2016-01-20,002624.XSHE
2016-01-20,000995.XSHE
2016-01-20,002645.XSHE
2016-01-20,300461.XSHE
2016-01-20,002703.XSHE
2016-01-20,002758.XSHE
2016-01-20,000892.XSHE
2016-01-20,603598.XSHG
2016-01-20,601111.XSHG
2016-01-20,000040.XSHE
2016-01-20,002247.XSHE
2016-01-20,300189.XSHE
2016-01-20,002678.XSHE
2016-01-20,002634.XSHE
2016-01-20,002166.XSHE
2016-01-20,600225.XSHG
2016-01-20,600265.XSHG
2016-01-20,000795.XSHE
2016-01-20,300466.XSHE
2016-01-20,603601.XSHG
2016-01-20,600876.XSHG
2016-01-21,603025.XSHG
2016-01-21,002452.XSHE
2016-01-21,002019.XSHE
2016-01-21,600530.XSHG
2016-01-21,002624.XSHE
2016-01-21,300128.XSHE
2016-01-21,600610.XSHG
2016-01-21,300111.XSHE
2016-01-21,002765.XSHE
2016-01-21,603988.XSHG
2016-01-22,601011.XSHG
2016-01-22,600074.XSHG
2016-01-22,603025.XSHG
2016-01-22,000048.XSHE
2016-01-22,600658.XSHG
2016-01-22,000591.XSHE
2016-01-22,002192.XSHE
2016-01-22,603996.XSHG
2016-01-22,000815.XSHE
2016-01-22,002751.XSHE
2016-01-22,002066.XSHE
2016-01-22,002518.XSHE
2016-01-22,002346.XSHE
2016-01-22,300209.XSHE
2016-01-22,300376.XSHE
2016-01-22,601908.XSHG
2016-01-22,002119.XSHE
2016-01-22,000851.XSHE
2016-01-22,603009.XSHG
2016-01-22,002180.XSHE
2016-01-22,000615.XSHE
2016-01-22,002273.XSHE
2016-01-22,000976.XSHE
2016-01-22,300447.XSHE
2016-01-22,603936.XSHG
